file name,name,smiles,EGFR.csv,ER-beta.csv,HER2.csv,NFKB.csv,PR.csv,molecular weight
EGFR+HER2.smi,50363243::SEYQSNUEPJIPOP-UHFFFAOYSA-N,n1c2nc(c(c1)Cl)Nc1cc(ccc1)CCc1cc(N2)ccc1OCCN1CCCC1,-9.4,,-11.6,,,435.959
EGFR+HER2.smi,50360557::BPABKQIJZOOSGR-UHFFFAOYSA-N,[C@@]12(CCCNC1)CNC(=O)c1c2[nH]c(c1)c1ccnc(c1)NC(=O)c1ncccc1,-10.1,,-10.8,,,402.458
EGFR+HER2.smi,50359795::RQYWQMXXGVLLGB-UHFFFAOYSA-N,O=S(=O)(c1cnc(c(c2[nH]c(=O)c3c(n2)c(n(n3)CCOC)CC)c1)OCCC)N1CCN(CC1)CC,-7.6,,-8.3,,,533.655
EGFR+HER2.smi,50359775::NCPKWKYTHFNNKT-UHFFFAOYSA-N,O=S(=O)(c1cnc(c(C(=O)Nc2c(C(=O)N)nn(c2CC)C2CNC2)c1)OCC)N1CCN(CC1)CC,-7.7,,-7.7,,,534.643
EGFR+HER2.smi,50359770::YPFZMBHKIVDSNR-UHFFFAOYSA-N,O=S(=O)(c1cnc(c(c2[nH]c(=O)c3c(n2)c(n(n3)CCOC)CC)c1)OCC)N1CCN(CC1)CC,-7.8,,-8.3,,,519.628
EGFR+HER2.smi,50359768::PSPQMORJBNHUIA-UHFFFAOYSA-N,O=S(=O)(c1cnc(c(c2[nH]c(=O)c3c(n2)c(n(n3)CCOC)CC)c1)OCc1ncccc1)N1CCN(CC1)CC,-8.2,,-8.8,,,582.687
EGFR+HER2.smi,50357318::OJZKUAGKHXFNTK-FMIVXFBMSA-N,c1(c(cc2c(c1)n1c(c(n2)Nc2c(cccc2)C)cnc1)OC)N(C(=O)/C=C/CN(C)C)CC,-8.4,,-8,,,458.566
EGFR+HER2.smi,50334973::RAROXORHFWXNDX-KEZOAJOQSA-N,C(=O)(N[C@@H](CCN1[C@@H]2C[C@H](C[C@H]1CC2)n1c(nc2c1CN(CC2)C(=O)C)C)c1cccc(c1)F)OC,-8.7,,-8.8,,,497.615
EGFR+HER2.smi,50333568::LZTCIQQQJPOCLA-UHFFFAOYSA-N,n1c(nc(c(c1)Cl)Nc1c(cccc1C(=O)NC)F)Nc1ccc2c(c1)OCCCN2CCN1CCCC1,-9.2,,-9.8,,,540.043
EGFR+HER2.smi,50328096::WOWBDVWWSBMFRA-UHFFFAOYSA-N,c1(CN(CCN2CCOCC2)c2c3c(ncn2)c2c(s3)nc(c3c2CC(OC3)(C)C)N2CCOCC2)cccnc1,-9,,-9.4,,,575.739
EGFR+HER2.smi,50326515::ZSMLGVFRQDVJPG-GQCTYLIASA-N,C(=O)(/C=C/c1nnn(c1)CCF)Nc1cc2c(c(cnc2cc1OCC)C#N)Nc1cc(c(cc1)F)Cl,-8.8,,-8.4,,,523.931
EGFR+HER2.smi,50318120::JNGUPQQSJDYXDB-JOCHJYFZSA-N,C1CN(CCN1S(=O)(=O)C)c1cc(c2c(c1)[nH]c(n2)c1c(cc[nH]c1=O)NC[C@H](c1cccc(c1)Cl)O)C,-10.2,,-10.5,,,557.076
EGFR+HER2.smi,50318114::QIEKBURWQYYQLT-HSZRJFAPSA-N,C1CN(CCN1C(=O)C)c1cc(c2c(c1)[nH]c(n2)c1c(cc[nH]c1=O)NC[C@H](c1cccc(c1)Cl)O)C,-10.4,,-11.3,,,521.021
EGFR+HER2.smi,50316356::ZWSYVXUTWLOAGF-LJQANCHMSA-N,c1(c(cc2c(c1)c1c(cn2)c(nc(c1)c1cc(cnc1)OC[C@@H](Cc1c[nH]c2c1cccc2)N)N)OC)OC,-9.1,,-11.4,,,520.593
EGFR+HER2.smi,50314322::GGBNLUMJQIZYPI-GATIEOLUSA-N,c1cnc2c(c1N1C[C@@H]3OC[C@H]1CC3)c(cn2C)/C=C/1\Oc2c(C1=O)cc(cc2)NC(=O)Nc1cnccc1,-11.3,,-9.6,,,522.565
EGFR+HER2.smi,50314321::CMHDLFGNDMVUAI-GATIEOLUSA-N,c1cnc2c(c1N1[C@@H]3COC[C@H]1CC3)c(cn2C)/C=C/1\Oc2c(C1=O)cc(cc2)NC(=O)Nc1cnccc1,-10.9,,-9.1,,,522.565
EGFR+HER2.smi,50299624::DHODDWMFDDAHDC-INIZCTEOSA-N,[C@@H]1(CN(CCN1/C(=N\c1cccc(c1)S(=O)(=O)NCCO)/NC#N)c1ncnc2c1c(c[nH]2)C)C,-8.4,,-7,,,497.585
EGFR+HER2.smi,50277112::IZJKOCVIGXNCTL-UHFFFAOYSA-N,c1c(ccc2c1CCN(C2=O)[C@@H](CC(=O)O)c1cnccc1)Oc1cccc2c1nc1n2CCCN1,-9.8,,-10.2,,,483.528
EGFR+HER2.smi,50267618::MKIWPZCSVGPVQY-KRWDZBQOSA-N,c1(c(cc2c(c1)c(ncn2)Nc1cc(c(cc1)F)Cl)OCCOC)NC(=O)[C@@H]1CCCN1,-8.1,,-8.8,,,459.909
EGFR+HER2.smi,50252194::ILKQWXHVEJRPAL-HSZRJFAPSA-N,[C@H]1(CCN(c2cc(c3c(c2)[nH]c(n3)c2c(cc[nH]c2=O)NC[C@H](c2cccc(c2)Cl)O)C)CC1)NC,-10.1,,-11.1,,,507.038
EGFR+HER2.smi,50252142::AZFITEALNSCCOH-HSZRJFAPSA-N,c1(cc(c2c(c1)[nH]c(n2)c1c(cc[nH]c1=O)NC[C@H](c1cccc(c1)Cl)O)C)N1CC[C@@H](CC1)OC,-10,,-11.2,,,508.022
EGFR+HER2.smi,50249704::DEVNWDCZOKCSRX-UHFFFAOYSA-N,c1cc(c2c(c1C)c(c(c(n2)Nc1ccc(c(c1F)F)F)C(=O)C)O)Cl,-9.5,,-9.6,,,380.753
EGFR+HER2.smi,50249661::BTMZFQBBXZOCIU-UHFFFAOYSA-N,c1cc(c2c(c1C)c(c(c(n2)Nc1cc(c(cc1F)F)F)C(=O)C)O)Cl,-9.6,,-10.2,,,380.753
EGFR+HER2.smi,50246540::AXJKWRLSLUKVML-LJQANCHMSA-N,n1cc(cc(c1O[C@@H](COC)C)c1nc2c(c(=O)[nH]1)nn(c2CC)Cc1ccccn1)S(=O)(=O)N1CCN(CC1)CC,-7.9,,-9.1,,,596.714
EGFR+HER2.smi,50246483::MXZLZRQRZAOIMU-UHFFFAOYSA-N,n1cc(cc(c1OCCC)c1nc2c(c(=O)[nH]1)nn(c2CC)Cc1ccccn1)S(=O)(=O)N1CCN(CC1)CC,-8.2,,-9.6,,,566.688
